test_name,client_name,target_opcode,source_label,param_existing_slots,nobs,intercept_runtime_ms,intercept_pvalue,rsquared,rsquared_adj,target_coef_runtime_ms,target_coef_pvalue,target_coef_conf_int_low,target_coef_conf_int_high,update_runtime_ms,update_pvalue,update_conf_int_low,update_conf_int_high,param_opcode,param_account_mode
test_account_access,besu,BALANCE,presets[cold_account_code_access],,187,449.05130044027425,0.001,0.9537556500134308,0.9535056805540439,0.02633739784396489,0.001,0.025436107144247353,0.02730124004534365,,,,,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,erigon,BALANCE,presets[cold_account_code_access],,77,406.5886492703879,0.001,0.9115804583544596,0.910401531132519,0.03569115255491524,0.001,0.032979424165769454,0.03788386815064799,,,,,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,geth,BALANCE,presets[cold_account_code_access],,121,964.2830998955143,0.001,0.7417477029498203,0.7395775155796507,0.03032095131957241,0.001,0.026641585857875755,0.033914735840614434,,,,,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,nethermind,BALANCE,presets[cold_account_code_access],,110,831.0319543725088,0.001,0.6954522268619656,0.6926323400736505,0.0237890514014631,0.001,0.0208532509243614,0.02707336633641342,,,,,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,reth,BALANCE,presets[cold_account_code_access],,198,658.9266365137556,0.001,0.8499240057547416,0.8491583119065516,0.030651403232385195,0.001,0.028482166831734206,0.032724023683097805,,,,,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,besu,BALANCE,presets[cold_account_nocode_access],,187,417.0917260024746,0.001,0.8435323652742541,0.8426865942757366,0.009711190893232677,0.001,0.00896913079301004,0.0105408021070191,,,,,BALANCE,AccountMode.EXISTING_EOA
test_account_access,erigon,BALANCE,presets[cold_account_nocode_access],,77,34.99502347251394,0.001,0.9982865735311613,0.9982637278449101,0.00972893421996412,0.001,0.009642931495017808,0.009822447445827382,,,,,BALANCE,AccountMode.EXISTING_EOA
test_account_access,geth,BALANCE,presets[cold_account_nocode_access],,121,292.26597118587836,0.001,0.8374651820555493,0.8360993432492935,0.013470191832538279,0.001,0.012577645221722868,0.014382860251973903,,,,,BALANCE,AccountMode.EXISTING_EOA
test_account_access,nethermind,BALANCE,presets[cold_account_nocode_access],,110,89.17367970914077,0.001,0.922396561056228,0.9216780106956375,0.003701982202664345,0.001,0.0035132107253418934,0.003895640883492437,,,,,BALANCE,AccountMode.EXISTING_EOA
test_account_access,reth,BALANCE,presets[cold_account_nocode_access],,198,31.48209628772337,0.001,0.9796447355484105,0.9795408821583513,0.0011014719602829416,0.001,0.0010778541218109759,0.0011235753971139285,,,,,BALANCE,AccountMode.EXISTING_EOA
test_account_access,besu,BALANCE,presets[cold_account_code_access],,187,366.601619071345,0.001,0.9176732627739689,0.9172282533835578,0.010027494629851145,0.001,0.00955110140046505,0.010519063820295728,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,besu,BALANCE,presets[cold_account_nocode_access],,187,366.601619071345,0.001,0.9176732627739689,0.9172282533835578,0.010027494629851145,0.001,0.00955110140046505,0.010519063820295728,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,erigon,BALANCE,presets[cold_account_code_access],,77,1.1590987111591102,0.368,0.998194010213375,0.9981699303495533,0.0090817794584101,0.001,0.008995893277398814,0.009119292333566118,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,erigon,BALANCE,presets[cold_account_nocode_access],,77,1.1590987111591102,0.368,0.998194010213375,0.9981699303495533,0.0090817794584101,0.001,0.008995893277398814,0.009119292333566118,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,geth,BALANCE,presets[cold_account_code_access],,121,1165.2311007482976,0.001,0.7230042551691168,0.7206765598344036,0.026092892674255207,0.001,0.0227526522744439,0.02934346698604667,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,geth,BALANCE,presets[cold_account_nocode_access],,121,1165.2311007482976,0.001,0.7230042551691168,0.7206765598344036,0.026092892674255207,0.001,0.0227526522744439,0.02934346698604667,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,nethermind,BALANCE,presets[cold_account_code_access],,110,76.34079464236888,0.001,0.9531745817968077,0.9527410131097411,0.0038331110379059394,0.001,0.0036755650201805517,0.004001311060020758,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,nethermind,BALANCE,presets[cold_account_nocode_access],,110,76.34079464236888,0.001,0.9531745817968077,0.9527410131097411,0.0038331110379059394,0.001,0.0036755650201805517,0.004001311060020758,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,reth,BALANCE,presets[cold_account_code_access],,198,31.1135870685101,0.001,0.9705616614624926,0.9704114658577093,0.00093054365698543,0.001,0.0009086718956841052,0.0009546608101585863,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,reth,BALANCE,presets[cold_account_nocode_access],,198,31.1135870685101,0.001,0.9705616614624926,0.9704114658577093,0.00093054365698543,0.001,0.0009086718956841052,0.0009546608101585863,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
