gas_param,client_name,runtime_ms,conf_int_low,conf_int_high,selected_test,selected_opcode,selected_model_coef_name,glue_adjustment,param_account_mode,param_existing_slots,param_opcode,new_gas_decimal,new_gas_rounded
COLD_STORAGE_ACCESS,geth,0.02295253838617827,0.022198253827455553,0.023796405910892448,test_sload_bloated,SLOAD,target_coef,0.0,,False,,2295.253838617827,2296
COLD_STORAGE_WRITE,erigon,0.16725706875371443,0.16199741305761833,0.17261737882119826,test_sstore_bloated,SSTORE,target_coef,0.0,,False,,16725.706875371445,16726
WARM_ACCESS,nethermind,0.0003706667583138733,0.00030835938837232184,0.0004291017726646707,test_ext_account_query_warm,DELEGATECALL,target_coef,1.20763275183143e-05,,,DELEGATECALL,37.06667583138733,38
COLD_ACCOUNT_NOCODE_ACCESS,geth,0.02234294899184202,0.021825629909623768,0.022863502264132824,test_account_access,STATICCALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,STATICCALL,2234.2948991842018,2235
COLD_ACCOUNT_NOCODE_WRITE,erigon,0.2895924199989269,0.264088526555338,0.30919064725587186,test_account_access,CALL,target_coef,1.9801918877653802e-05,AccountMode.NON_EXISTING_ACCOUNT,,CALL,28959.24199989269,28960
COLD_ACCOUNT_CODE_ACCESS,erigon,0.13732804000408927,0.10055854793610572,0.1553803359435659,test_account_access,EXTCODESIZE,target_coef,0.0,AccountMode.EXISTING_CONTRACT_DIFF_MAX,,EXTCODESIZE,13732.804000408927,13733
COLD_ACCOUNT_CODE_WRITE,erigon,0.1595831502040926,0.1424163259378593,0.17535300214946722,test_account_access,CALL,target_coef,0.0,AccountMode.EXISTING_CONTRACT_DIFF_MAX,,CALL,15958.315020409262,15959
STORAGE_WRITE,,,,,,,,0.0,,,,14430.0,14430
ACCOUNT_WRITE,,,,,,,,0.0,,,,26725.0,26725
REFUND_STORAGE_CLEAR,,,,,,,,0.0,,,,16056.96,16057
TX_ACCESS_LIST_STORAGE_KEY,,,,,,,,0.0,,,,2296.0,2296
TX_ACCESS_LIST_ADDRESS,,,,,,,,0.0,,,,13733.0,13733
