gas_param,client_name,runtime_ms,conf_int_low,conf_int_high,selected_test,selected_opcode,selected_model_coef_name,glue_adjustment,param_account_mode,param_existing_slots,param_opcode,new_gas_decimal,new_gas_rounded
COLD_STORAGE_ACCESS,geth,0.024248890106161717,0.02381678874034526,0.024654097391222804,test_sload_bloated,SLOAD,target_coef,0.0,,False,,2424.8890106161716,2425
COLD_STORAGE_WRITE,geth,0.1352932941194817,0.13129038243659727,0.13912153147685907,test_sstore_bloated,SSTORE,target_coef,0.0,,False,,13529.32941194817,13530
COLD_ACCOUNT_NOCODE_ACCESS,geth,0.022662267605976706,0.02175214462842798,0.02353726260796899,test_account_access,STATICCALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,STATICCALL,2266.2267605976704,2267
COLD_ACCOUNT_CODE_ACCESS,besu,0.027714159753558662,0.026810553948048352,0.02863269992513155,test_account_access,CALL,target_coef,0.0,AccountMode.EXISTING_CONTRACT,,CALL,2771.4159753558665,2772
COLD_ACCOUNT_NOCODE_WRITE,erigon,0.19737873053390148,0.18624406384984873,0.20857021588864924,test_account_access,CALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,CALL,19737.87305339015,19738
COLD_ACCOUNT_CODE_WRITE,erigon,0.19737873053390148,0.18624406384984873,0.20857021588864924,test_account_access,CALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,CALL,19737.87305339015,19738
WARM_ACCESS,besu,0.000502155628692921,0.00047350346219356305,0.0005298306571306876,test_ext_account_query_warm,CALL,target_coef,0.0,,,CALL,50.21556286929209,51
STORAGE_WRITE,,,,,,,,0.0,,,,11105.0,11105
ACCOUNT_WRITE,,,,,,,,0.0,,,,17471.0,17471
REFUND_STORAGE_CLEAR,,,,,,,,0.0,,,,12988.8,12989
TX_ACCESS_LIST_STORAGE_KEY,,,,,,,,0.0,,,,2425.0,2425
TX_ACCESS_LIST_ADDRESS,,,,,,,,0.0,,,,2772.0,2772
