gas_param,client_name,runtime_ms,conf_int_low,conf_int_high,selected_test,selected_opcode,selected_model_coef_name,glue_adjustment,param_account_mode,param_existing_slots,param_opcode,new_gas_decimal,new_gas_rounded
COLD_STORAGE_ACCESS,geth,0.1557529185949273,0.147952839630733,0.16342695083536152,test_sload_bloated,SLOAD,target_coef,0.0,,False,,15575.291859492729,15576
COLD_STORAGE_WRITE,erigon,1.114651316812878,1.0479774104383042,1.1775799188660745,test_sstore_bloated,SSTORE,target_coef,0.0,,False,,111465.13168128779,111466
COLD_ACCOUNT_NOCODE_ACCESS,geth,0.03858193673185123,0.036315140931810125,0.041084725149600314,test_account_access,EXTCODEHASH,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,EXTCODEHASH,3858.1936731851233,3859
COLD_ACCOUNT_CODE_ACCESS,erigon,0.08782845492889935,0.08489709804374464,0.09107017249115373,test_account_access,CALL,target_coef,0.0,AccountMode.EXISTING_CONTRACT,,CALL,8782.845492889935,8783
COLD_ACCOUNT_NOCODE_WRITE,erigon,1.5718842939598423,1.4727241765164478,1.6723098164359673,test_account_access,CALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,CALL,157188.42939598422,157189
COLD_ACCOUNT_CODE_WRITE,erigon,1.5718842939598423,1.4727241765164478,1.6723098164359673,test_account_access,CALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,CALL,157188.42939598422,157189
WARM_ACCESS,besu,0.0013563598565016065,0.0013225269161180274,0.0013912376315237467,test_ext_account_query_warm,CALLCODE,target_coef,0.0,,,CALLCODE,135.63598565016065,136
STORAGE_WRITE,,,,,,,,0.0,,,,95890.0,95890
ACCOUNT_WRITE,,,,,,,,0.0,,,,153330.0,153330
REFUND_STORAGE_CLEAR,,,,,,,,0.0,,,,107007.36,107008
TX_ACCESS_LIST_STORAGE_KEY,,,,,,,,0.0,,,,15576.0,15576
TX_ACCESS_LIST_ADDRESS,,,,,,,,0.0,,,,8783.0,8783
