gas_param,client_name,runtime_ms,conf_int_low,conf_int_high,selected_test,selected_opcode,selected_model_coef_name,glue_adjustment,param_account_mode,param_existing_slots,param_opcode,new_gas_decimal,new_gas_rounded
COLD_STORAGE_ACCESS,geth,0.024299882758397,0.023662411979096132,0.024850459727315376,test_sload_bloated,SLOAD,target_coef,0.0,,False,,2429.9882758397,2430
COLD_STORAGE_WRITE,besu,0.14193077054608508,0.13671901395994124,0.14770476509259,test_sstore_bloated,SSTORE,target_coef,0.0,,False,,14193.077054608508,14194
COLD_ACCOUNT_NOCODE_ACCESS,geth,0.022670184199307216,0.021527547810794752,0.023787159847316865,test_account_access,STATICCALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,STATICCALL,2267.018419930722,2268
COLD_ACCOUNT_CODE_ACCESS,erigon,0.04973922592022786,0.0471097494578753,0.05202634810049102,test_account_access,CALL,target_coef,0.0,AccountMode.EXISTING_CONTRACT,,CALL,4973.9225920227855,4974
COLD_ACCOUNT_NOCODE_WRITE,besu,0.1809112022300612,0.17197914632556044,0.1894380169354909,test_account_access,CALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,CALL,18091.12022300612,18092
COLD_ACCOUNT_CODE_WRITE,erigon,0.21714708543562006,0.21412221033628562,0.22026882836055783,test_account_access,CALL,target_coef,0.0,AccountMode.EXISTING_CONTRACT,,CALL,21714.708543562007,21715
WARM_ACCESS,besu,0.0006885249490031762,0.0006468862432161476,0.0007303245528487731,test_ext_account_query_warm,CALLCODE,target_coef,0.0,,,CALLCODE,68.85249490031761,69
STORAGE_WRITE,,,,,,,,0.0,,,,11764.0,11764
ACCOUNT_WRITE,,,,,,,,0.0,,,,16741.0,16741
REFUND_STORAGE_CLEAR,,,,,,,,0.0,,,,13626.24,13627
TX_ACCESS_LIST_STORAGE_KEY,,,,,,,,0.0,,,,2430.0,2430
TX_ACCESS_LIST_ADDRESS,,,,,,,,0.0,,,,4974.0,4974
