gas_param,client_name,runtime_ms,conf_int_low,conf_int_high,selected_test,selected_opcode,selected_model_coef_name,glue_adjustment,param_account_mode,param_existing_slots,param_opcode,new_gas_decimal,new_gas_rounded
COLD_STORAGE_ACCESS,geth,0.0242759853737477,0.023872933365430508,0.024680824924564592,test_sload_bloated,SLOAD,target_coef,0.0,,False,,2427.59853737477,2428
COLD_STORAGE_WRITE,geth,0.13472617715983112,0.1310601074502009,0.13844611578703334,test_sstore_bloated,SSTORE,target_coef,0.0,,False,,13472.617715983111,13473
COLD_ACCOUNT_NOCODE_ACCESS,geth,0.022674761764496856,0.021729357712146884,0.023566784621616516,test_account_access,STATICCALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,STATICCALL,2267.4761764496857,2268
COLD_ACCOUNT_CODE_ACCESS,besu,0.02772601857133817,0.02686856519193303,0.02858642154129204,test_account_access,CALL,target_coef,0.0,AccountMode.EXISTING_CONTRACT,,CALL,2772.601857133817,2773
COLD_ACCOUNT_NOCODE_WRITE,erigon,0.19613414184230216,0.18635689294147273,0.20680915117220303,test_account_access,CALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,CALL,19613.414184230216,19614
COLD_ACCOUNT_CODE_WRITE,erigon,0.19613414184230216,0.18635689294147273,0.20680915117220303,test_account_access,CALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,CALL,19613.414184230216,19614
WARM_ACCESS,besu,0.0004848274292091446,0.0004588842011666942,0.0005126055155742277,test_ext_account_query_warm,CALL,target_coef,0.0,,,CALL,48.48274292091446,49
STORAGE_WRITE,,,,,,,,0.0,,,,11045.0,11045
ACCOUNT_WRITE,,,,,,,,0.0,,,,17346.0,17346
REFUND_STORAGE_CLEAR,,,,,,,,0.0,,,,12934.08,12935
TX_ACCESS_LIST_STORAGE_KEY,,,,,,,,0.0,,,,2428.0,2428
TX_ACCESS_LIST_ADDRESS,,,,,,,,0.0,,,,2773.0,2773
