test_name,client_name,target_opcode,source_label,param_existing_slots,nobs,intercept_runtime_ms,intercept_pvalue,rsquared,rsquared_adj,target_coef_runtime_ms,target_coef_pvalue,target_coef_conf_int_low,target_coef_conf_int_high,param_opcode,param_account_mode
test_account_access,besu,BALANCE,presets[cold_account_code_access],,418,401.6140700233142,0.001,0.8822306438899011,0.881947544476175,0.025767755136881735,0.001,0.02498408407646941,0.026610945448054694,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,erigon,BALANCE,presets[cold_account_code_access],,198,304.9133538850969,0.001,0.9290461618877668,0.9286841525096432,0.024573064852079708,0.001,0.023591911563513875,0.025467814131487788,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,ethrex,BALANCE,presets[cold_account_code_access],,275,41.51309402335988,0.001,0.9931803414882538,0.9931553610541449,0.007722418329445361,0.001,0.007645516391753731,0.007800363861914112,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,geth,BALANCE,presets[cold_account_code_access],,264,660.2783886962775,0.001,0.8590294859591049,0.8584914305620022,0.022867654294163202,0.001,0.021613261747905132,0.024039230273992726,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,nethermind,BALANCE,presets[cold_account_code_access],,165,140.89093231153643,0.001,0.8136941998260155,0.81255121945685,0.00988687943499389,0.001,0.009198991404217578,0.010587240475422362,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,besu,BALANCE,presets[cold_account_nocode_access],,418,552.2281104994406,0.001,0.817556428297834,0.8171178620197038,0.012461074443295401,0.001,0.011894114640400843,0.013061585080583343,BALANCE,AccountMode.EXISTING_EOA
test_account_access,erigon,BALANCE,presets[cold_account_nocode_access],,198,3.2359429093594003,0.372,0.9658301370951093,0.9656558010598804,0.00999373217104404,0.001,0.009728018133913937,0.010102426404854231,BALANCE,AccountMode.EXISTING_EOA
test_account_access,ethrex,BALANCE,presets[cold_account_nocode_access],,275,42.74316626616794,0.001,0.9933878982633673,0.9933636781104859,0.007220497329091132,0.001,0.007144731469082941,0.007298024140741303,BALANCE,AccountMode.EXISTING_EOA
test_account_access,geth,BALANCE,presets[cold_account_nocode_access],,264,408.1318320760372,0.001,0.9024599863281229,0.9020876961996043,0.01070275603868141,0.001,0.010188064372050977,0.01115793372128556,BALANCE,AccountMode.EXISTING_EOA
test_account_access,nethermind,BALANCE,presets[cold_account_nocode_access],,165,104.06481127662676,0.001,0.9217814492623366,0.9213015808529031,0.0036029060235365533,0.001,0.0034445038323483103,0.003754558298645607,BALANCE,AccountMode.EXISTING_EOA
test_account_access,besu,BALANCE,presets[cold_account_code_access],,418,219.56457416071945,0.001,0.8476000743760397,0.8472337284009821,0.012839235463619205,0.001,0.012342495909473802,0.01335594504765703,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,besu,BALANCE,presets[cold_account_nocode_access],,418,219.56457416071945,0.001,0.8476000743760397,0.8472337284009821,0.012839235463619205,0.001,0.012342495909473802,0.01335594504765703,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,erigon,BALANCE,presets[cold_account_code_access],,198,0.0,1.0,0.9603249720619134,0.9601225484499843,0.008939250040789073,0.001,0.00884362250034384,0.009035343266824439,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,erigon,BALANCE,presets[cold_account_nocode_access],,198,0.0,1.0,0.9603249720619134,0.9601225484499843,0.008939250040789073,0.001,0.00884362250034384,0.009035343266824439,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,ethrex,BALANCE,presets[cold_account_code_access],,275,26.64591053047229,0.001,0.9668253915795297,0.9667038728673668,0.002005883819934493,0.001,0.0019651786743881314,0.0020473843464826834,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,ethrex,BALANCE,presets[cold_account_nocode_access],,275,26.64591053047229,0.001,0.9668253915795297,0.9667038728673668,0.002005883819934493,0.001,0.0019651786743881314,0.0020473843464826834,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,geth,BALANCE,presets[cold_account_code_access],,264,691.9282463088673,0.001,0.8673304560158485,0.8668240837105654,0.02147140406568738,0.001,0.0203007608821839,0.022510788962452923,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,geth,BALANCE,presets[cold_account_nocode_access],,264,691.9282463088673,0.001,0.8673304560158485,0.8668240837105654,0.02147140406568738,0.001,0.0203007608821839,0.022510788962452923,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,nethermind,BALANCE,presets[cold_account_code_access],,165,92.72880866442789,0.001,0.9316623101877308,0.9312430605569807,0.003199936936344497,0.001,0.0030605543579313786,0.003345245316700906,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,nethermind,BALANCE,presets[cold_account_nocode_access],,165,92.72880866442789,0.001,0.9316623101877308,0.9312430605569807,0.003199936936344497,0.001,0.0030605543579313786,0.003345245316700906,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,besu,CALL,presets[cold_account_code_access],,418,474.0256248944675,0.001,0.881370618843648,0.8810854520620222,0.02764825292472023,0.001,0.026774539132958554,0.028574264914467625,CALL,AccountMode.EXISTING_CONTRACT
test_account_access,besu,CALL,presets[cold_account_code_write],,418,372.04844166765986,0.001,0.9267195840463944,0.9265434292003522,0.09210771538367053,0.001,0.08932655734901893,0.09473254878796611,CALL,AccountMode.EXISTING_CONTRACT
test_account_access,erigon,CALL,presets[cold_account_code_access],,198,304.02774051742705,0.001,0.9229352128109793,0.9225420251212395,0.026382359851974308,0.001,0.025339362468257506,0.027288389860050836,CALL,AccountMode.EXISTING_CONTRACT
test_account_access,erigon,CALL,presets[cold_account_code_write],,198,1259.362779937063,0.001,0.9899370062993631,0.989885664494768,0.1672088838436083,0.001,0.1647978866555285,0.169606564932394,CALL,AccountMode.EXISTING_CONTRACT
test_account_access,ethrex,CALL,presets[cold_account_code_access],,275,37.6297278087492,0.001,0.9942966582842334,0.9942757669226372,0.007907182577793014,0.001,0.007842179142224449,0.007974370927197797,CALL,AccountMode.EXISTING_CONTRACT
test_account_access,ethrex,CALL,presets[cold_account_code_write],,275,149.76787883503866,0.001,0.9832654226542873,0.9832041238361712,0.023014092825213075,0.001,0.022743882462536613,0.023306564689859994,CALL,AccountMode.EXISTING_CONTRACT
