test_name,client_name,target_opcode,param_existing_slots,nobs,intercept_runtime_ms,intercept_pvalue,rsquared,rsquared_adj,target_coef_runtime_ms,target_coef_pvalue,target_coef_conf_int_low,target_coef_conf_int_high,update_runtime_ms,update_pvalue,update_conf_int_low,update_conf_int_high,param_opcode,param_account_mode
test_account_access,besu,BALANCE,,33,474.49448774776863,0.001,0.949588105647524,0.9479619155071216,0.02577229695015696,0.001,0.023495000792687702,0.028528463203855815,,,,,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,erigon,BALANCE,,11,412.599562987888,0.022,0.9133784702038634,0.9037538557820705,0.03521249473261888,0.001,0.026835878220175045,0.040845131206535476,,,,,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,nethermind,BALANCE,,22,905.2241088857623,0.001,0.6720756071096692,0.6556793874651526,0.02280471187130754,0.001,0.016044357483849015,0.030542628065999413,,,,,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,reth,BALANCE,,44,686.1381704005634,0.001,0.8555631202579932,0.8521241469308025,0.030907390818370975,0.001,0.02578845568442579,0.035418345496119594,,,,,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,besu,BALANCE,,33,458.74764319803324,0.001,0.8257904815366891,0.8201708196507759,0.008690858391070663,0.001,0.006925229954733381,0.010842340635076459,,,,,BALANCE,AccountMode.EXISTING_EOA
test_account_access,erigon,BALANCE,,11,30.475453942407057,0.006,0.9983495944494017,0.9981662160548909,0.009795621438690718,0.001,0.009571194800663135,0.010092157075803724,,,,,BALANCE,AccountMode.EXISTING_EOA
test_account_access,nethermind,BALANCE,,22,91.29537873154949,0.001,0.9400085233604809,0.937008949528505,0.003631974111357795,0.001,0.0032634925375406403,0.0040639953607890175,,,,,BALANCE,AccountMode.EXISTING_EOA
test_account_access,reth,BALANCE,,44,30.44782192201296,0.001,0.9890292620946586,0.9887680540492934,0.0011062221044299157,0.001,0.0010707169194849994,0.0011450598113584272,,,,,BALANCE,AccountMode.EXISTING_EOA
test_account_access,besu,BALANCE,,33,426.06547139607153,0.001,0.9560526641349371,0.9546350081392898,0.008958169431207225,0.001,0.008126423693506286,0.009852669746560051,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,besu,BALANCE,,33,426.06547139607153,0.001,0.9560526641349371,0.9546350081392898,0.008958169431207225,0.001,0.008126423693506286,0.009852669746560051,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,erigon,BALANCE,,11,0.0,1.0,0.9975547562134532,0.9972830624593925,0.009133068134756363,0.001,0.008839697657264205,0.00920881035317061,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,erigon,BALANCE,,11,0.0,1.0,0.9975547562134532,0.9972830624593925,0.009133068134756363,0.001,0.008839697657264205,0.00920881035317061,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,nethermind,BALANCE,,22,60.83865486769504,0.001,0.9799523344677074,0.9789499511910927,0.003972887814471377,0.001,0.003683227862340833,0.004228439967438964,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,nethermind,BALANCE,,22,60.83865486769504,0.001,0.9799523344677074,0.9789499511910927,0.003972887814471377,0.001,0.003683227862340833,0.004228439967438964,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,reth,BALANCE,,44,30.27690311559991,0.001,0.9814860847367161,0.9810452772304474,0.0009317838731090013,0.001,0.0008983665692144968,0.0009655279150492893,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,reth,BALANCE,,44,30.27690311559991,0.001,0.9814860847367161,0.9810452772304474,0.0009317838731090013,0.001,0.0008983665692144968,0.0009655279150492893,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,besu,CALL,,66,583.2581172161451,0.001,0.9414365138301217,0.9395773555390144,0.026376214829370977,0.001,0.023796212295501964,0.029086913662005474,0.09150995506057939,0.001,0.08471381524112134,0.09844936740131717,CALL,AccountMode.EXISTING_CONTRACT
test_account_access,erigon,CALL,,22,2222.8565679997027,0.001,0.9229016291108224,0.9147860111224879,0.07658115884219081,0.001,0.06291881611752469,0.08962841035279502,0.2238508732179554,0.001,0.19020844196064635,0.26177497517673126,CALL,AccountMode.EXISTING_CONTRACT
test_account_access,nethermind,CALL,,44,600.4379942000793,0.001,0.8643215053553742,0.8577030422019778,0.02834903225290526,0.001,0.023833825461785862,0.03290772972986258,0.014486220717185756,0.005,0.005221661489621131,0.023462931925939377,CALL,AccountMode.EXISTING_CONTRACT
test_account_access,reth,CALL,,88,618.2401146836137,0.001,0.9502618710925297,0.9490915621770598,0.03027661676400579,0.001,0.027627849544998768,0.03328620617401796,0.1393851001900366,0.001,0.13417095788502428,0.145153345116557,CALL,AccountMode.EXISTING_CONTRACT
test_account_access,besu,CALL,,66,476.7962661695788,0.001,0.9646461714990058,0.9635238277370695,0.011372498038547856,0.001,0.010283586870994003,0.012558036499991135,0.05467434763768934,0.001,0.05120194046967239,0.05798044193646573,CALL,AccountMode.EXISTING_EOA
test_account_access,erigon,CALL,,22,317.3501688067072,0.001,0.9817562273519849,0.9798358302311412,0.007719100070537853,0.001,0.004894913017697032,0.00984111332441629,0.0694507807061261,0.001,0.06363187538675316,0.07595690028544752,CALL,AccountMode.EXISTING_EOA
test_account_access,nethermind,CALL,,44,202.53565195000718,0.001,0.9453100538699701,0.9426422516197248,0.0034907506357299153,0.001,0.002443742500138274,0.004351922087020718,0.03320668708298484,0.001,0.029838151658819954,0.03647746487351255,CALL,AccountMode.EXISTING_EOA
test_account_access,reth,CALL,,88,160.79654337609995,0.001,0.9911384732930162,0.9909299667822636,0.0,1.0,0.0,0.0,0.16374025964892955,0.001,0.16152396119579937,0.16595333823326694,CALL,AccountMode.EXISTING_EOA
test_account_access,besu,CALL,,66,395.9332678773951,0.001,0.9890699300254635,0.9887229436770655,0.012113175208446552,0.001,0.011607245636825773,0.012766103461025892,0.028702162015605433,0.107,0.0,0.07466683683855639,CALL,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,besu,CALL,,66,395.9332678773951,0.001,0.9890699300254635,0.9887229436770655,0.012113175208446552,0.001,0.011607245636825773,0.012766103461025892,0.028702162015605433,0.107,0.0,0.07466683683855639,CALL,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,erigon,CALL,,22,38.59162901921167,0.001,0.9967421309458979,0.9963991973612556,0.009863024661078627,0.001,0.009435819550640129,0.010147331974857433,0.2773539495695942,0.001,0.25232672028720315,0.3016038758176555,CALL,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,erigon,CALL,,22,38.59162901921167,0.001,0.9967421309458979,0.9963991973612556,0.009863024661078627,0.001,0.009435819550640129,0.010147331974857433,0.2773539495695942,0.001,0.25232672028720315,0.3016038758176555,CALL,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,nethermind,CALL,,44,56.193464765668175,0.001,0.9914101403216776,0.9909911227763936,0.00535030183652321,0.001,0.005075071258598496,0.00567753157602724,0.01993993126025277,0.032,0.0,0.03803232784977322,CALL,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,nethermind,CALL,,44,56.193464765668175,0.001,0.9914101403216776,0.9909911227763936,0.00535030183652321,0.001,0.005075071258598496,0.00567753157602724,0.01993993126025277,0.032,0.0,0.03803232784977322,CALL,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,reth,CALL,,88,64.2155626723924,0.001,0.27098704489809344,0.2538337988956957,0.0005912899430920666,0.001,0.00031289316817289663,0.0008622305392073777,0.03447092692761606,0.001,0.016135461537763147,0.0512546202320608,CALL,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,reth,CALL,,88,64.2155626723924,0.001,0.27098704489809344,0.2538337988956957,0.0005912899430920666,0.001,0.00031289316817289663,0.0008622305392073777,0.03447092692761606,0.001,0.016135461537763147,0.0512546202320608,CALL,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,besu,CALLCODE,,66,101.3952337238241,0.001,0.971780378233496,0.9708845172250355,0.03289396751786574,0.001,0.031689599912694044,0.03410442343660556,0.0,1.0,0.0,0.0,CALLCODE,AccountMode.EXISTING_CONTRACT
test_account_access,erigon,CALLCODE,,22,295.92579376221994,0.019,0.958672856721202,0.9543226311129074,0.102206128005085,0.001,0.09577348036699652,0.11188027585720703,0.0,1.0,0.0,0.0,CALLCODE,AccountMode.EXISTING_CONTRACT
test_account_access,nethermind,CALLCODE,,44,221.5059371546193,0.001,0.9108039885564433,0.9064529636079771,0.03389713356707841,0.001,0.03072637656569006,0.03776196506428997,0.0,1.0,0.0,0.0,CALLCODE,AccountMode.EXISTING_CONTRACT
test_account_access,reth,CALLCODE,,88,0.0,1.0,0.9186275780957459,0.9167129328744693,0.036679004532095584,0.001,0.03573473555857047,0.03753086919683722,0.0,1.0,0.0,0.0,CALLCODE,AccountMode.EXISTING_CONTRACT
test_account_access,besu,CALLCODE,,66,263.0086473727517,0.001,0.9467236018585079,0.9450322876317938,0.013057253039224608,0.001,0.012534042528710456,0.013633015014817895,0.0,1.0,0.0,0.0,CALLCODE,AccountMode.EXISTING_EOA
test_account_access,erigon,CALLCODE,,22,0.0,1.0,0.9961250645848759,0.9957171766464418,0.010481995377093932,0.001,0.010334244002223398,0.010576872943100666,0.0,1.0,0.0,0.0,CALLCODE,AccountMode.EXISTING_EOA
test_account_access,nethermind,CALLCODE,,44,73.69862490399771,0.001,0.9493305254589088,0.9468588437739776,0.005099273599233268,0.001,0.004708973182335401,0.005677389225219971,0.0,1.0,0.0,0.0001541805643554514,CALLCODE,AccountMode.EXISTING_EOA
test_account_access,reth,CALLCODE,,88,9.408236030923607,0.001,0.9796022597820372,0.9791223129533793,0.0013807178468381483,0.001,0.0013416374938764646,0.0014274730745786795,0.0,1.0,0.0,0.0,CALLCODE,AccountMode.EXISTING_EOA
test_account_access,besu,CALLCODE,,66,68.63964120851394,0.001,0.9409508056708721,0.939076228073122,0.0146803578681319,0.001,0.01412471935251946,0.015339216119533322,0.0,1.0,0.0,0.0,CALLCODE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,besu,CALLCODE,,66,68.63964120851394,0.001,0.9409508056708721,0.939076228073122,0.0146803578681319,0.001,0.01412471935251946,0.015339216119533322,0.0,1.0,0.0,0.0,CALLCODE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,erigon,CALLCODE,,22,0.0,1.0,0.9377240203495665,0.9311686540705735,0.009331343251619426,0.001,0.008746397130090003,0.009596519801740805,0.0,1.0,0.0,0.0,CALLCODE,AccountMode.NON_EXISTING_ACCOUNT
