gas_param,client_name,runtime_ms,conf_int_low,conf_int_high,selected_test,selected_opcode,selected_model_coef_name,glue_adjustment,param_account_mode,param_existing_slots,param_opcode,new_gas_decimal,new_gas_rounded
COLD_STORAGE_ACCESS,ethrex,0.03471681871928524,0.03454003485767141,0.03490738282087328,test_sload_bloated,SLOAD,target_coef,0.0,,True,,3471.681871928524,3472
COLD_STORAGE_WRITE,ethrex,0.33567240893589584,0.3345794989097464,0.3366692728033255,test_sstore_bloated,SSTORE,target_coef,0.0,,False,,33567.24089358959,33568
COLD_ACCOUNT_NOCODE_ACCESS,geth,0.027132192237096918,0.0259099093371509,0.02841282289631009,test_account_access,EXTCODESIZE,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,EXTCODESIZE,2713.219223709692,2714
COLD_ACCOUNT_CODE_ACCESS,erigon,0.08656261743106425,0.08327781481840647,0.08973932495848617,test_account_access,STATICCALL,target_coef,0.0,AccountMode.EXISTING_CONTRACT,,STATICCALL,8656.261743106425,8657
COLD_ACCOUNT_NOCODE_WRITE,erigon,0.27181097864619985,0.2595807833080274,0.2841757344328325,test_account_access,CALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,CALL,27181.097864619984,27182
COLD_ACCOUNT_CODE_WRITE,erigon,0.27181097864619985,0.2595807833080274,0.2841757344328325,test_account_access,CALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,CALL,27181.097864619984,27182
WARM_ACCESS,erigon,0.0005747003304854152,0.0005680063345795504,0.0005818252826011708,test_ext_account_query_warm,STATICCALL,target_coef,0.0,,,STATICCALL,57.470033048541524,58
STORAGE_WRITE,,,,,,,,0.0,,,,30096.0,30096
ACCOUNT_WRITE,,,,,,,,0.0,,,,24468.0,24468
REFUND_STORAGE_CLEAR,,,,,,,,0.0,,,,32225.28,32226
TX_ACCESS_LIST_STORAGE_KEY,,,,,,,,0.0,,,,3472.0,3472
TX_ACCESS_LIST_ADDRESS,,,,,,,,0.0,,,,8657.0,8657
