test_name,client_name,target_opcode,param_existing_slots,nobs,intercept_runtime_ms,intercept_pvalue,rsquared,rsquared_adj,target_coef_runtime_ms,target_coef_pvalue,target_coef_conf_int_low,target_coef_conf_int_high,update_runtime_ms,update_pvalue,update_conf_int_low,update_conf_int_high,param_opcode,param_account_mode
test_account_access,besu,BALANCE,,286,460.40999554946245,0.001,0.9410801730801864,0.9408727089008914,0.02570107790077245,0.001,0.02482777739460155,0.026507663744174095,,,,,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,erigon,BALANCE,,143,463.13473794408753,0.001,0.90027059061408,0.8995632898382934,0.03686998552641907,0.001,0.03482338347119822,0.03858018150370707,,,,,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,nethermind,BALANCE,,220,822.8576385776081,0.001,0.7101027983671055,0.7087729946898904,0.024588298016505094,0.001,0.022294072006621778,0.02678838484575699,,,,,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,reth,BALANCE,,385,583.9461821131837,0.001,0.7851094405622925,0.7845483686055361,0.03154617821163454,0.001,0.02979009232116353,0.03334283817738845,,,,,BALANCE,AccountMode.EXISTING_CONTRACT
test_account_access,besu,BALANCE,,286,404.7428954085004,0.001,0.8310892790558253,0.8304945229961627,0.009529123936129948,0.001,0.008919851652636078,0.010147816258022394,,,,,BALANCE,AccountMode.EXISTING_EOA
test_account_access,erigon,BALANCE,,143,35.27192346333335,0.001,0.9953999950794109,0.9953673709310379,0.009918985091320047,0.001,0.009809845759329843,0.01003880188302441,,,,,BALANCE,AccountMode.EXISTING_EOA
test_account_access,nethermind,BALANCE,,220,87.8904002984551,0.001,0.9239320007675887,0.9235830649912933,0.0036918361562252922,0.001,0.003532580360591283,0.003834500953326459,,,,,BALANCE,AccountMode.EXISTING_EOA
test_account_access,reth,BALANCE,,385,32.23174841607823,0.001,0.9765149006270933,0.976453581829775,0.001089085526276016,0.001,0.001071668601225109,0.0011045727878477634,,,,,BALANCE,AccountMode.EXISTING_EOA
test_account_access,besu,BALANCE,,286,387.0382953586394,0.001,0.9155848989341278,0.9152876626627691,0.009481376094017637,0.001,0.009151853580803115,0.009869650297486198,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,besu,BALANCE,,286,387.0382953586394,0.001,0.9155848989341278,0.9152876626627691,0.009481376094017637,0.001,0.009151853580803115,0.009869650297486198,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,erigon,BALANCE,,143,11.36782186921661,0.002,0.9966024890589686,0.9965783932366918,0.009070990970665074,0.001,0.00898925797818483,0.009157498747686217,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,erigon,BALANCE,,143,11.36782186921661,0.002,0.9966024890589686,0.9965783932366918,0.009070990970665074,0.001,0.00898925797818483,0.009157498747686217,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,nethermind,BALANCE,,220,98.65423310677252,0.001,0.9386304859322561,0.9383489743998352,0.003590699731232553,0.001,0.0034562589429545086,0.0037247928896025724,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,nethermind,BALANCE,,220,98.65423310677252,0.001,0.9386304859322561,0.9383489743998352,0.003590699731232553,0.001,0.0034562589429545086,0.0037247928896025724,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,reth,BALANCE,,385,31.22103667683985,0.001,0.9702872476470186,0.9702096686591518,0.0009258969760676324,0.001,0.0009095653008072218,0.000942513823997947,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
test_account_access,reth,BALANCE,,385,31.22103667683985,0.001,0.9702872476470186,0.9702096686591518,0.0009258969760676324,0.001,0.0009095653008072218,0.000942513823997947,,,,,BALANCE,AccountMode.NON_EXISTING_ACCOUNT
